행정구역,인구수,,,,
부산광역시 동구 초량제2동(2617052000),"5,773",,,,
부산광역시 동구 초량제3동(2617053000),"11,897",,,,
부산광역시 동구 초량제6동(2617055000),"6,184",,,,
부산광역시 동구 수정제1동(2617056000),"4,179",,,,
부산광역시 동구 수정제2동(2617057000),"10,052",,,,
부산광역시 동구 수정제4동(2617059000),"4,056",,,,
부산광역시 동구 수정제5동(2617060000),"5,434",,,,
부산광역시 동구 좌천동(2617064500),"10,963",,,,
부산광역시 동구 범일제1동(2617065000),"11,773",,,,
부산광역시 동구 범일제2동(2617066000),"8,614",,,,
부산광역시 동구 범일제5동(2617068000),"4,477",,,,
부산광역시 영도구 (2620000000),"111,507",,,,
부산광역시 영도구 남항동(2620053000),"10,930",,,,
부산광역시 영도구 영선제1동(2620054000),"4,090",,,,
부산광역시 영도구 영선제2동(2620055000),"8,617",,,,
부산광역시 영도구 신선동(2620058500),"8,761",,,,
부산광역시 영도구 봉래제1동(2620059000),"7,112",,,,
부산광역시 영도구 봉래제2동(2620060500),"5,094",,,,
부산광역시 영도구 청학제1동(2620063000),"6,478",,,,
부산광역시 영도구 청학제2동(2620064000),"18,197",,,,
부산광역시 영도구 동삼제1동(2620065000),"28,408",,,,
부산광역시 영도구 동삼제2동(2620066000),"3,520",,,,
부산광역시 영도구 동삼제3동(2620067000),"10,300",,,,
부산광역시 부산진구 (2623000000),"357,645",,,,
부산광역시 부산진구 부전제1동(2623051000),"15,615",,,,
부산광역시 부산진구 부전제2동(2623052000),"9,876",,,,
부산광역시 부산진구 연지동(2623054000),"20,891",,,,
부산광역시 부산진구 초읍동(2623055000),"22,254",,,,
부산광역시 부산진구 양정제1동(2623056000),"20,297",,,,
부산광역시 부산진구 양정제2동(2623057000),"12,788",,,,
부산광역시 부산진구 전포제1동(2623060000),"22,342",,,,
부산광역시 부산진구 전포제2동(2623061000),"20,977",,,,
부산광역시 부산진구 부암제1동(2623064000),"22,896",,,,
부산광역시 부산진구 부암제3동(2623066000),"17,778",,,,
부산광역시 부산진구 당감제1동(2623067000),"23,476",,,,
부산광역시 부산진구 당감제2동(2623068000),"10,368",,,,
부산광역시 부산진구 당감제4동(2623070000),"11,479",,,,
부산광역시 부산진구 가야제1동(2623071000),"19,441",,,,
부산광역시 부산진구 가야제2동(2623072000),"17,029",,,,
부산광역시 부산진구 개금제1동(2623074000),"17,008",,,,
부산광역시 부산진구 개금제2동(2623075000),"11,203",,,,
부산광역시 부산진구 개금제3동(2623076000),"29,258",,,,
부산광역시 부산진구 범천제1동(2623077000),"12,030",,,,
부산광역시 부산진구 범천제2동(2623078000),"20,639",,,,
부산광역시 동래구 수민동(2626051000),"32,918",,,,
부산광역시 동래구 복산동(2626052000),"9,993",,,,
부산광역시 동래구 명륜동(2626054500),"24,940",,,,
부산광역시 동래구 온천제1동(2626055000),"19,479",,,,
부산광역시 동래구 온천제2동(2626056000),"15,049",,,,
부산광역시 동래구 온천제3동(2626057000),"39,042",,,,
부산광역시 동래구 사직제1동(2626058000),"10,785",,,,
부산광역시 동래구 사직제2동(2626059000),"27,934",,,,
부산광역시 동래구 사직제3동(2626060000),"17,490",,,,
부산광역시 동래구 안락제1동(2626074000),"14,852",,,,
부산광역시 동래구 안락제2동(2626075000),"27,617",,,,
부산광역시 동래구 명장제1동(2626076100),"14,426",,,,
부산광역시 동래구 명장제2동(2626076200),"14,972",,,,
부산광역시 남구 대연제1동(2629051000),"15,940",,,,
부산광역시 남구 대연제3동(2629053000),"32,953",,,,
부산광역시 남구 대연제4동(2629054000),"12,543",,,,
부산광역시 남구 대연제5동(2629055000),"16,884",,,,
부산광역시 남구 대연제6동(2629056000),"15,575",,,,
부산광역시 남구 용호제1동(2629057000),"44,764",,,,
부산광역시 남구 용호제2동(2629058000),"17,067",,,,
부산광역시 남구 용호제3동(2629059000),"12,468",,,,
부산광역시 남구 용호제4동(2629060000),"8,653",,,,
부산광역시 남구 용당동(2629061000),"8,235",,,,
부산광역시 남구 감만제1동(2629062000),"13,555",,,,
부산광역시 남구 감만제2동(2629063000),"6,913",,,,
부산광역시 남구 우암동(2629064500),"13,098",,,,
부산광역시 남구 문현제1동(2629068000),"13,878",,,,
부산광역시 남구 문현제2동(2629069000),"8,655",,,,
부산광역시 남구 문현제3동(2629070000),"15,918",,,,
부산광역시 남구 문현제4동(2629071000),"8,660",,,,
부산광역시 북구 (2632000000),"281,851",,,,
부산광역시 북구 구포제1동(2632051000),"14,554",,,,
부산광역시 북구 구포제2동(2632052000),"25,952",,,,
부산광역시 북구 구포제3동(2632052100),"20,225",,,,
부산광역시 북구 금곡동(2632053000),"38,816",,,,
부산광역시 북구 화명제1동(2632054100),"42,326",,,,
부산광역시 북구 화명제2동(2632054200),"15,464",,,,
부산광역시 북구 화명제3동(2632054300),"30,187",,,,
부산광역시 북구 덕천제1동(2632055000),"12,082",,,,
부산광역시 북구 덕천제2동(2632056000),"12,290",,,,
부산광역시 북구 덕천제3동(2632056100),"10,974",,,,
부산광역시 북구 만덕제1동(2632057100),"12,746",,,,
부산광역시 북구 만덕제2동(2632057200),"27,158",,,,
부산광역시 북구 만덕제3동(2632057300),"19,077",,,,
부산광역시 해운대구 (2635000000),"400,083",,,,
부산광역시 해운대구 우제1동(2635051000),"22,845",,,,
부산광역시 해운대구 우제2동(2635052000),"31,196",,,,
부산광역시 해운대구 우제3동(2635052500),"28,746",,,,
부산광역시 해운대구 중제1동(2635053000),"26,834",,,,
부산광역시 해운대구 중제2동(2635054000),"15,942",,,,
부산광역시 해운대구 좌제1동(2635055100),"18,204",,,,
부산광역시 해운대구 좌제2동(2635055200),"32,244",,,,
부산광역시 해운대구 좌제3동(2635055300),"16,224",,,,
부산광역시 해운대구 좌제4동(2635055400),"23,384",,,,
부산광역시 해운대구 송정동(2635056000),"9,968",,,,
부산광역시 해운대구 반여제1동(2635057000),"35,003",,,,
부산광역시 해운대구 반여제2동(2635058000),"12,967",,,,
부산광역시 해운대구 반여제3동(2635059000),"8,842",,,,
부산광역시 해운대구 반여제4동(2635059500),"16,331",,,,
부산광역시 해운대구 반송제1동(2635061000),"14,226",,,,
부산광역시 해운대구 반송제2동(2635062000),"23,813",,,,
부산광역시 해운대구 재송제1동(2635065000),"38,175",,,,
부산광역시 해운대구 재송제2동(2635066000),"25,139",,,,
부산광역시 사하구 (2638000000),"309,302",,,,
부산광역시 사하구 괴정제1동(2638051000),"19,855",,,,
부산광역시 사하구 괴정제2동(2638052000),"14,178",,,,
부산광역시 사하구 괴정제3동(2638053000),"12,777",,,,
부산광역시 사하구 괴정제4동(2638054000),"12,270",,,,
부산광역시 사하구 당리동(2638055000),"26,895",,,,
부산광역시 사하구 하단제1동(2638056100),"21,572",,,,
부산광역시 사하구 하단제2동(2638056200),"25,352",,,,
부산광역시 사하구 신평제1동(2638057100),"17,358",,,,
부산광역시 사하구 신평제2동(2638057200),"15,922",,,,
부산광역시 사하구 장림제1동(2638058000),"10,951",,,,
부산광역시 사하구 장림제2동(2638059000),"27,884",,,,
부산광역시 사하구 다대제1동(2638060100),"39,480",,,,
부산광역시 사하구 다대제2동(2638060200),"27,898",,,,
부산광역시 사하구 구평동(2638061000),"11,616",,,,
부산광역시 사하구 감천제1동(2638062000),"19,101",,,,
부산광역시 사하구 감천제2동(2638063000),"6,193",,,,
부산광역시 금정구 (2641000000),"230,605",,,,
부산광역시 금정구 서제1동(2641051000),"5,646",,,,
부산광역시 금정구 서제2동(2641052000),"9,546",,,,
부산광역시 금정구 서제3동(2641053000),"11,403",,,,
부산광역시 금정구 금사회동동(2641055500),"8,093",,,,
부산광역시 금정구 부곡제1동(2641057000),"8,517",,,,
부산광역시 금정구 부곡제2동(2641058000),"16,715",,,,
부산광역시 금정구 부곡제3동(2641059000),"16,080",,,,
부산광역시 금정구 부곡제4동(2641059100),"13,075",,,,
부산광역시 금정구 장전제1동(2641060000),"18,036",,,,
부산광역시 금정구 장전제2동(2641061000),"27,143",,,,
부산광역시 금정구 선두구동(2641063500),"2,368",,,,
부산광역시 금정구 청룡노포동(2641066500),"9,907",,,,
부산광역시 금정구 남산동(2641067000),"29,355",,,,
부산광역시 금정구 구서제1동(2641068000),"19,918",,,,
부산광역시 금정구 구서제2동(2641069000),"33,732",,,,
부산광역시 금정구 금성동(2641070000),"1,071",,,,
부산광역시 강서구 (2644000000),"139,239",,,,
부산광역시 강서구 대저1동(2644051000),"6,638",,,,
부산광역시 강서구 대저2동(2644052000),"7,072",,,,
부산광역시 강서구 강동동(2644053000),"4,350",,,,
부산광역시 강서구 명지1동(2644053500),"51,189",,,,
부산광역시 강서구 명지2동(2644054500),"30,311",,,,
부산광역시 강서구 가락동(2644055000),"2,406",,,,
부산광역시 강서구 녹산동(2644056000),"33,461",,,,
부산광역시 강서구 가덕도동(2644058000),"3,812",,,,
부산광역시 연제구 (2647000000),"207,419",,,,
부산광역시 연제구 거제제1동(2647061000),"29,564",,,,
부산광역시 연제구 거제제2동(2647062000),"12,464",,,,
부산광역시 연제구 거제제3동(2647063000),"10,083",,,,
부산광역시 연제구 거제제4동(2647064000),"10,674",,,,
부산광역시 연제구 연산제1동(2647065000),"16,298",,,,
부산광역시 연제구 연산제2동(2647066000),"20,954",,,,
부산광역시 연제구 연산제3동(2647067000),"7,364",,,,
부산광역시 연제구 연산제4동(2647068000),"16,568",,,,
부산광역시 연제구 연산제5동(2647069000),"16,505",,,,
부산광역시 연제구 연산제6동(2647070000),"16,801",,,,
부산광역시 연제구 연산제8동(2647072000),"14,353",,,,
부산광역시 연제구 연산제9동(2647073000),"35,791",,,,
부산광역시 수영구 (2650000000),"176,145",,,,
부산광역시 수영구 남천제1동(2650066000),"14,006",,,,
부산광역시 수영구 남천제2동(2650067000),"12,285",,,,
부산광역시 수영구 수영동(2650073000),"14,858",,,,
부산광역시 수영구 망미제1동(2650074000),"27,682",,,,
부산광역시 수영구 망미제2동(2650075000),"11,324",,,,
부산광역시 수영구 광안제1동(2650076000),"25,921",,,,
부산광역시 수영구 광안제2동(2650077000),"18,658",,,,
부산광역시 수영구 광안제3동(2650078000),"9,551",,,,
부산광역시 수영구 광안제4동(2650079000),"13,405",,,,
부산광역시 수영구 민락동(2650080000),"28,455",,,,
부산광역시 사상구 (2653000000),"211,252",,,,
부산광역시 사상구 삼락동(2653058000),"5,899",,,,
부산광역시 사상구 모라제1동(2653059100),"28,085",,,,
부산광역시 사상구 모라제3동(2653059300),"10,930",,,,
부산광역시 사상구 덕포제1동(2653060000),"8,809",,,,
부산광역시 사상구 덕포제2동(2653061000),"13,063",,,,
부산광역시 사상구 괘법동(2653062000),"22,197",,,,
부산광역시 사상구 감전동(2653064500),"13,671",,,,
부산광역시 사상구 주례제1동(2653065000),"15,442",,,,
부산광역시 사상구 주례제2동(2653066000),"23,390",,,,
부산광역시 사상구 주례제3동(2653066100),"13,275",,,,
부산광역시 사상구 학장동(2653067000),"28,802",,,,
부산광역시 사상구 엄궁동(2653068000),"27,689",,,,
부산광역시 기장군 (2671000000),"176,056",,,,
부산광역시 기장군 기장읍(2671025000),"52,694",,,,
부산광역시 기장군 장안읍(2671025300),"8,583",,,,
부산광역시 기장군 정관읍(2671025600),"81,686",,,,
부산광역시 기장군 일광면(2671031000),"25,083",,,,
부산광역시 기장군 철마면(2671033000),"8,010",,,,
대구광역시  (2700000000),"2,408,875",,,,
대구광역시 중구 (2711000000),"75,647",,,,
대구광역시 중구 동인동(2711051700),"8,395",,,,
대구광역시 중구 삼덕동(2711054500),"6,702",,,,
대구광역시 중구 성내1동(2711056500),"5,050",,,,
대구광역시 중구 성내2동(2711057500),"4,490",,,,
대구광역시 중구 성내3동(2711058500),"5,077",,,,
대구광역시 중구 대신동(2711059500),"8,051",,,,
대구광역시 중구 남산1동(2711064000),"5,074",,,,
대구광역시 중구 남산2동(2711065000),"4,310",,,,
대구광역시 중구 남산3동(2711066000),"6,994",,,,
대구광역시 중구 남산4동(2711067000),"11,764",,,,
대구광역시 중구 대봉1동(2711068000),"7,548",,,,
대구광역시 중구 대봉2동(2711069000),"2,192",,,,
대구광역시 동구 (2714000000),"342,656",,,,
대구광역시 동구 신암1동(2714051000),"7,590",,,,
대구광역시 동구 신암2동(2714052000),"10,644",,,,
대구광역시 동구 신암3동(2714053000),"9,959",,,,
대구광역시 동구 신암4동(2714054000),"12,454",,,,
대구광역시 동구 신암5동(2714054100),"6,515",,,,
대구광역시 동구 신천1.2동(2714055500),"13,142",,,,
대구광역시 동구 신천3동(2714057000),"12,373",,,,
대구광역시 동구 신천4동(2714058000),"7,465",,,,
대구광역시 동구 효목1동(2714059000),"14,114",,,,
대구광역시 동구 효목2동(2714060000),"13,893",,,,
대구광역시 동구 도평동(2714061500),"4,172",,,,
대구광역시 동구 불로.봉무동(2714062000),"21,630",,,,
대구광역시 동구 지저동(2714064000),"14,791",,,,
대구광역시 동구 동촌동(2714065500),"15,867",,,,
대구광역시 동구 방촌동(2714067000),"18,166",,,,
대구광역시 동구 해안동(2714068500),"15,098",,,,
대구광역시 동구 안심1동(2714072000),"43,270",,,,
대구광역시 동구 안심2동(2714073000),"11,290",,,,
대구광역시 동구 안심3동(2714074200),"21,322",,,,
대구광역시 동구 안심4동(2714074700),"29,372",,,,
대구광역시 동구 혁신동(2714075500),"18,833",,,,
대구광역시 동구 공산동(2714076000),"20,696",,,,
대구광역시 서구 (2717000000),"169,432",,,,
대구광역시 서구 내당1동(2717051000),"8,605",,,,
대구광역시 서구 내당2.3동(2717052500),"10,073",,,,
대구광역시 서구 내당4동(2717054000),"16,875",,,,
대구광역시 서구 비산1동(2717055000),"9,786",,,,
대구광역시 서구 비산2.3동(2717056500),"9,601",,,,
대구광역시 서구 비산4동(2717058000),"9,965",,,,
대구광역시 서구 비산5동(2717059000),"6,322",,,,
대구광역시 서구 비산6동(2717060000),"7,829",,,,
대구광역시 서구 비산7동(2717061000),"10,939",,,,
대구광역시 서구 평리1동(2717062000),"7,937",,,,
대구광역시 서구 평리2동(2717063000),"8,089",,,,
대구광역시 서구 평리3동(2717064000),"10,059",,,,
대구광역시 서구 평리4동(2717065000),"18,252",,,,
대구광역시 서구 평리5동(2717066000),"1,788",,,,
대구광역시 서구 평리6동(2717066100),"5,176",,,,
대구광역시 서구 상중이동(2717067500),"20,305",,,,
대구광역시 서구 원대동(2717069500),"7,831",,,,
대구광역시 남구 (2720000000),"146,006",,,,
대구광역시 남구 이천동(2720051500),"12,319",,,,
대구광역시 남구 봉덕1동(2720053000),"9,271",,,,
대구광역시 남구 봉덕2동(2720054000),"12,222",,,,
