상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
제이케이컴퍼니,피자슈퍼,김윤영,피자,..,2019.01.29,  -  1877  -  2333,031  -  657  -  1877,20210441,2021.02.22,2021.02.22,"우 : 17854 경기도 평택시 비전5로 15 503호(비전동, 강일타운)",개인,  -  ,530  -  30  -  00769,0,0,0,0,0,0,0,0,0,"75,924",0,0,0,0,0,0,0,0,2,1,제1호 가맹계약 체결 전,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"6,160",0,0,0,"3,960","2,200",0,"44,110","50,270","1,650 ",50 ,"24,750 ",2,1
(주)비앰씨(B.M.C),Saladya!(샐러드야),정문도,기타 외식,2020.12.03,2020.12.03,  -  1661  -  9391,0504  -  324  -  9547,20210473,2021.02.22,2021.02.22,우 : 42151 대구광역시 수성구 희망로 154 2층(중동),법인,170111  -  0797285,707  -  86  -  02141,"24,916","15,694","9,222","13,990",-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"7,600",0,0,0,"3,300","3,300","1,000","46,600","54,200","2,200 ",33 ,"22,000 ",2,2
(주)엔티,옥이네김치찌개와직화삼겹,"이한수,김동현",한식,2019.02.22,2019.04.01,  -  1522  -  9692,  -    -  ,20190664,2019.07.11,2021.02.22,우 : 48501 부산광역시 남구 용소로64번길 3 2층(대연동),법인,180111  -  1202835,428  -  86  -  01327,0,0,0,0,0,0,"114,570","149,831","-35,261","343,272","-40,530","-40,261",0,0,0,0,0,0,1,0,2019  -  01  -  05,0,0,0,0,49,0,0,0,0,0,0,0,0  개,예치제,"6,500",0,0,0,"3,300","2,200","1,000","22,240","28,740",0 ,0 ,0 ,2,1
(주)어오케이컴퍼니,어오케이커피(A.OK COFFEE),최정민,커피,2021.01.06,2021.01.11,070  -  4186  -  0881,  -    -  ,20210458,2021.02.22,2021.02.22,우 : 47301 부산광역시 부산진구 서전로57번길 45 5층(전포동),법인,180111  -  1334422,372  -  87  -  01958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"14,000",0,0,0,"5,500","5,500","3,000","65,065","79,065","2,420 ",40 ,"29,040 ",2,1
츄러스1500,츄러스1500,정호영,제과제빵,..,2021.01.04,010  -  6644  -  2135,000  -  0000  -  0000,20210482,2021.02.22,2021.02.22,우 : 46084 부산광역시 기장군 기장읍 당사로1길 1 1층,개인,  -  ,495  -  01  -  01960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 준비 중,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,300",0,0,0,0,"3,300","3,000","28,202","34,502",500 ,50 ,"7,500 ",2,1
(주)다작,파운데이,지명규,제과제빵,2019.04.02,2019.08.23,062  -  962  -  7997,  -    -  ,20210467,2021.02.22,2021.02.22,우 : 61488 광주광역시 동구 서석로 6 2층(불로동),법인,200111  -  0559092,228  -  86  -  01464,0,0,0,0,0,0,"168,479","313,143","-144,664","100,411","-164,664","-164,664",0,0,0,0,0,0,1,0,2019  -  09  -  01,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"2,200","3,300","2,000","72,050","79,550","2,750 ",50 ,"41,250 ",2,2
이구집,선영아사랑해,신언성,한식,..,2019.10.16,010  -  5911  -  0000,00  -  000  -  0000,20210475,2021.02.22,2021.02.22,우 : 31174 충청남도 천안시 서북구 월봉5길 16 1층(쌍용동),개인,  -  ,333  -  05  -  01471,0,0,0,"155,871",0,0,0,0,0,"42,839",0,0,0,0,0,0,0,0,2,0,2020  -  11  -  26,1,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"17,300",0,0,0,"11,000","3,300","3,000","83,600","100,900","1,650 ",99 ,"49,500 ",2,1
(주)필드키친,죽선생,강규원,한식,2019.07.22,2019.07.22,00  -  1600  -  7843,000  -  000  -  000,20210465,2021.02.22,2021.02.22,우 : 54943 전라북도 전주시 완산구 고사평4길 8-5 (서신동),법인,210111  -  0144742,554  -  88  -  01353,0,0,0,"758,104",0,0,"133,404","129,206","4,198","150,408","-15,322","-15,801",0,0,0,0,0,0,5,0,가맹사업을 준비중으로 가맹계약을 체결한 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"2,200",0,0,0,"1,100","1,100",0,"25,300","27,500","1,100 ",33 ,"11,000 ",2,2
농업회사법인㈜산골,콩밭,정현철,한식,2017.07.24,2017.09.07,02  -  422  -  8220,02  -  784  -  8222,20210474,2021.02.22,2021.02.22,우 : 24150 강원도 화천군 사내면 하오재로 287-29 1층,법인,144111  -  0006018,354  -  86  -  00779,0,0,0,0,0,0,"1,773,105","1,000,632","772,473","835,297","-154,307","-182,772","1,661,190","1,005,944","655,246","492,540","-29,002","12,796",1,0,개시전,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","68,200","79,000","2,750 ",33 ,"27,500 ",2,2
슈퍼컴퍼니(SuperCompany),덮밥슈퍼,정명섭,한식,..,2020.09.07,031  -  652  -  1877,031  -  657  -  1877,20191261,2019.11.26,2021.02.22,우 : 17854 경기도 평택시 비전5로 15 강일타운 503호,개인,  -  ,265  -  23  -  01037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"3,300",0,0,0,"2,200","1,100",0,"29,260","32,560","1,320 ",50 ,"19,800 ",2,1
㈜오늘도한우,오늘도 한우,문말남,한식,2021.01.14,2021.01.19,16  -  00  -  2347,00  -  0000  -  0000,20210462,2021.02.22,2021.02.22,우 : 42729 대구광역시 달서구 와룡로 7 (본동),법인,170111  -  0803496,863  -  86  -  02121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"42,000",0,0,0,"16,500","5,500","20,000","97,900","139,900","1,320 ",149 ,"59,400 ",2,2
모리,카츠모리,이동섭,일식,..,2019.05.28,010  -  3204  -  0193,00  -  0000  -  0000,20210464,2021.02.22,2021.02.22,우 : 50549 경상남도 양산시 평산11길 16 1층 102호(평산동),개인,  -  ,611  -  08  -  92266,0,0,0,"218,375",0,0,0,0,0,"99,500",0,0,0,0,0,0,0,0,1,0,2019  -  01  -  04,8,0,0,0,3,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"2,200","3,300","2,000","57,200","64,700","1,650 ",66 ,"33,000 ",2,1
(주)농업회사법인포프리,옐로베리,김회수 외 1,기타 외식,2015.01.22,2015.03.02,062  -  610  -  8912,061  -  372  -  7898,20210476,2021.02.22,2021.02.22,우 : 58141 전라남도 화순군 능주면 효죽로 433 1층,법인,121111  -  0282756,622  -  87  -  00010,0,0,0,0,0,0,"30,696,209","20,285,815","10,410,394","35,273,524","1,135,325","416,227","24,135,555","14,144,346","9,991,209","38,074,565","2,175,289","1,438,895",1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"43,500",0,0,0,"33,000","5,500","5,000","105,600","149,100","4,400 ",50 ,"66,000 ",5,1
(주)아에,카페아에,김수철,커피,2020.06.01,2020.07.14,0  -  0  -  0,031  -  874  -  0089,20201146,2020.09.09,2021.02.22,우 : 11697 경기도 의정부시 시민로132번길 36 2층,법인,280211  -  0210167,580  -  88  -  01857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"15,750",0,0,0,"11,550","2,200","2,000","42,900","58,650","1,650 ",33 ,"16,500 ",3,2
제이케이컴퍼니,족발슈퍼,김윤영,기타 외식,..,2019.01.29,  -  1877  -  2333,031  -  657  -  1877,20190982,2019.09.24,2021.02.22,우 : 17854 경기도 평택시 비전5로 15 강일타운 503호,개인,  -  ,530  -  30  -  00769,0,0,0,0,0,0,0,0,0,"75,924",0,0,0,0,0,0,0,0,1,1,2019  -  06  -  11,0,0,0,0,15,0,0,0,0,0,0,0,0  개,예치제,"6,160",0,0,0,"3,960","2,200",0,"42,020","48,180","1,650 ",50 ,"24,750 ",2,1
(주)자력갱생,열정도,"김윤규, 정중교",기타 외식,2018.03.22,2018.03.22,070  -  4288  -  6559,02  -  6021  -  4343,20210481,2021.02.22,2021.02.22,우 : 04315 서울특별시 용산구 백범로87길 54 2층,법인,110111  -  6696558,854  -  81  -  00954,0,0,0,0,0,0,"926,344","1,481,150","-554,806","1,493,189","-594,545","-593,766","40,426","1,467","38,959","264,620","10,059","8,959",4,0,정보공개서 등록 후 가맹사업 진행 예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"9,800",0,0,0,"5,500","3,300","1,000","54,362","64,162","1,540 ",66 ,"30,800 ",2,1
(주)에프엔엘코퍼레이션,BRUNOPIZZA(브루노피자),박덕호,피자,2019.05.21,2019.05.23,061  -  1670  -  9242,0504  -  245  -  9333,20210466,2021.02.22,2021.02.22,우 : 61949 광주광역시 서구 상무중앙로78번길 5-6 922호,법인,200111  -  0563449,681  -  81  -  01511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"11,350",0,0,0,"5,500","3,850","2,000","90,750","102,100","2,420 ",50 ,"36,300 ",3,1
엠엠지컴퍼니,황금물결해물아구찜,배수진,한식,..,2020.12.04,070  -  1644  -  9963,-  -  -  -  -,20210461,2021.02.22,2021.02.22,우 : 31099 충청남도 천안시 서북구 늘푸른6길 41 110동104호,개인,  -  ,591  -  45  -  00657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,1  개,예치제,"6,500",0,0,0,"2,200","3,300","1,000","29,700","36,200","1,650 ",33 ,"16,500 ",2,2
엠엠지컴퍼니,진담백김치찜,배수진,한식,..,2020.12.04,070  -  1644  -  9963,-  -  -  -  -,20210459,2021.02.22,2021.02.22,우 : 31099 충청남도 천안시 서북구 늘푸른6길 41 110동104호,개인,  -  ,591  -  45  -  00657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,1  개,예치제,"5,400",0,0,0,"2,200","2,200","1,000","29,700","35,100","1,650 ",33 ,"16,500 ",2,2
우아한짬뽕,우아한짬뽕,정은수,중식,..,2020.10.06,042  -  528  -  5568,042  -  000  -  0000,20210471,2021.02.22,2021.02.22,우 : 35298 대전광역시 서구 괴정로 107 102호,개인,  -  ,501  -  24  -  94220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 준비중,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","84,700","95,500","1,650 ",40 ,"19,800 ",2,2
(주)엔조이서울,타이반쩜,최완수,기타 외국식,2020.06.23,2020.07.01,070  -  4071  -  5399,050  -  4061  -  3777,20210477,2021.02.22,2021.02.22,우 : 07964 서울특별시 양천구 목동중앙서로 23 1층 104호,법인,110111  -  7529857,347  -  87  -  01869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,1  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","42,900","53,700","1,650 ",33 ,"16,500 ",2,2
해피브릿지협동조합,흑도리,이구승,한식,2014.02.14,2017.10.07,02  -  1588  -  6020,02  -  447  -  0201,20180181,2018.02.23,2021.02.19,우 : 02629 서울특별시 동대문구 장한로 37 2층,법인,264151  -  0007637,220  -  87  -  13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2018  -  02  -  07,0,0,0,0,0,0,0,0,0,0,0,0,  개,예치제,"21,700",0,0,0,"11,000","5,500","5,000","179,500","201,000",0,0 ,0,3,3
해피브릿지협동조합,도쿄스테이크,이구승,기타 외식,2014.02.14,2005.07.20,02  -  1588  -  6020,02  -  447  -  0201,20160575,2016.06.21,2021.02.19,우 : 02629 서울특별시 동대문구 장한로 37 2층,법인,264151  -  0007637,220  -  87  -  13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2016  -  10  -  24,0,0,0,0,0,0,0,0,0,0,0,0,  개,예치제,"21,700",0,0,0,"15,400","3,300","3,000","59,400","81,100",0,0 ,0,3,3
해피브릿지협동조합,화평동왕냉면,이구승,한식,2014.02.14,2005.07.20,02  -  1588  -  6020,02  -  447  -  0201,20080100057,2008.07.26,2021.02.19,우 : 02629 서울특별시 동대문구 장한로 37 2층,법인,264151  -  0007637,220  -  87  -  13681,0,0,0,0,0,0,"10,588,177","8,028,108","2,560,069","50,383,318","35,344","190,822","10,603,589","6,507,401","4,096,188","51,403,705","-371,913","-400,434",6,0,2004  -  03  -  04,0,0,0,0,0,0,1,0,0,0,1,0,0  개,예치제,"16,000",0,0,0,"11,000",0,"5,000","14,729","30,729",110 ,231 ,"7,700 ",2,2
해피브릿지협동조합,여우식당,이구승,기타 외식,2014.02.14,2005.07.20,  -  1588  -  5929,02  -  466  -  9200,20201044,2020.08.18,2021.02.19,"우 : 02629 서울특별시 동대문구 장한로 37 2,3층동(장안동)",법인,264151  -  0007637,220  -  87  -  13681,0,0,0,0,0,0,"10,588,177","8,028,108","2,560,069","50,383,318","35,344","190,822","10,603,589","6,507,401","4,096,188","51,403,705","-371,913","-400,434",6,0,2020  -  04  -  28,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,0,0,0,0,"7,700","3,300","3,000","74,030","88,030","1,760 ",66 ,"35,200 ",3,3
해피브릿지협동조합,국수나무,이구승,분식,2014.02.14,2005.07.20,02  -  1588  -  6020,02  -  447  -  0201,20090100195,2009.04.24,2021.02.19,우 : 02629 서울특별시 동대문구 장한로 37 2층,법인,264151  -  0007637,220  -  87  -  13681,0,0,0,0,0,0,"10,588,177","8,028,108","2,560,069","50,383,318","35,344","190,822","10,603,589","6,507,401","4,096,188","51,403,705","-371,913","-400,434",6,0,2006  -  08  -  11,0,0,0,0,48,0,33,54,44,0,24,64,1  개,예치제,"16,200",0,0,0,"9,900","3,300","3,000","55,830","72,030","1,760 ",50 ,"26,400 ",3,3
(주)왕부라더스,왕빈자전통주막,"김영준, 신정규",주점,2018.01.05,2018.01.22,02  -  765  -  3232,02  -  912  -  3232,20150343,2015.04.13,2021.02.19,우 : 02732 서울특별시 성북구 삼양로4길 7 101호(길음동),법인,110111  -  6618883,120  -  88  -  26898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016  -  02  -  19,0,0,0,0,0,0,0,0,0,0,0,0,  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","36,300","47,100",0,0 ,0,2,1
(주)얌얌레시피,"찜닭, 삼겹, 떡볶이 파는집",홍성민,기타 외식,2018.09.19,2018.09.19,  -  1588  -  4997,031  -  232  -  1017,20200437,2020.03.27,2021.02.19,"우 : 16489 경기도 수원시 팔달구 권광로207번길 10 2층(인계동, 경운1빌딩)",법인,135511  -  0332078,597  -  88  -  01097,0,0,0,0,0,0,"1,516,537","650,328","866,209","13,345,763","779,965","724,828","973,741","831,153","142,588","2,269,851","101,213","92,587",6,0,가맹사업개시전,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"5,500",0,0,0,"3,300","2,200",0,"33,300","38,800","1,300 ",50 ,"19,500 ",2,1
(주)얌얌레시피,피자파는집,홍성민,피자,2018.09.19,2018.09.19,  -  1577  -  7081,031  -  232  -  1017,20190263,2019.03.12,2021.02.19,"우 : 16489 경기도 수원시 팔달구 권광로207번길 10 2층(인계동, 경운1빌딩)",법인,135511  -  0332078,597  -  88  -  01097,0,0,0,0,0,0,"1,516,537","650,328","866,209","13,345,763","779,965","724,828","972,413","831,032","141,381","2,269,851","100,005","91,380",6,0,2019  -  03  -  27,0,0,0,0,60,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"3,300","5,500",0,"45,650","54,450","1,100 ",66 ,"22,000 ",2,1
(주)얌얌레시피,치요남치킨,홍성민,치킨,2018.09.19,2018.09.19,  -  1577  -  7081,031  -  498  -  1018,20180420,2018.05.02,2021.02.19,"우 : 16489 경기도 수원시 팔달구 권광로207번길 10 2층(인계동, 경운1빌딩)",법인,135511  -  0332078,597  -  88  -  01097,0,0,0,0,0,0,"1,516,537","650,328","866,209","13,345,763","779,965","724,828","972,413","831,032","141,381","2,269,851","100,005","91,380",6,0,2018  -  02  -  20,0,0,0,0,96,0,3,27,65,0,0,0,0  개,보험,"5,500",0,0,0,"3,300","2,200",0,"27,500","33,000","1,320 ",33 ,"13,200 ",2,1
실크fnb,뚬벙집,이승철,한식,..,2020.11.13,02  -  2068  -  5251,  -    -  ,20210440,2021.02.19,2021.02.19,우 : 07221 서울특별시 영등포구 국회대로37길 8-1 402호,개인,  -  ,793  -  03  -  01868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"38,000",0,0,0,"16,500","16,500","16,500","147,800","197,300","2,650 ",132 ,"106,000 ",1,10
실크fnb,실크삼각살,이승철,한식,..,2020.11.13,02  -  2068  -  5251,  -    -  ,20210439,2021.02.19,2021.02.19,우 : 07221 서울특별시 영등포구 국회대로37길 8-1 402호,개인,  -  ,793  -  03  -  01868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"38,000",0,0,0,"16,500","16,500","16,500","124,300","173,800","2,750 ",99 ,"82,500 ",1,10
(주)마스터아이디,덮밥.ZIP,성용경,한식,2015.04.15,2015.04.21,053  -  634  -  1152,053  -  634  -  1154,20210428,2021.02.18,2021.02.18,우 : 42815 대구광역시 달서구 월곡로 128 3층 (상인동),법인,170111  -  0563339,743  -  87  -  00068,0,0,0,0,0,0,"447,510","238,376","209,134","3,240,715","131,136","123,266","346,890","254,554","92,336","2,077,935","79,531","70,052",6,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"5,500",1,0,0,"3,300","2,200",0,"28,467","33,967","1,430 ",33 ,"14,300 ",2,1
평화책임f&b,한끼뉴스&혼밥뉴스,임상규,한식,..,2005.11.16,053  -  215  -  0146,00  -  0000  -  0000,20210159,2021.01.20,2021.02.18,우 : 41561 대구광역시 북구 침산남로39길 9 1층(침산동),개인,  -  ,504  -  10  -  44149,0,0,0,"977,882",0,0,"680,916","441,187","239,729","2,200,203","163,358","162,848","592,221","341,341","250,880","2,432,910","68,652","49,721",2,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"11,800",0,0,0,"5,500","3,300","3,000","53,350","65,150","1,760 ",50 ,"26,400 ",2,2
(주)물과소금,수유리우동집,"이종석, 안성원",분식,2015.04.03,2015.04.03,02  -  900  -  8805,02  -  984  -  8805,20140093,2014.02.04,2021.02.18,"우 : 01625 서울특별시 노원구 동일로 1676 6층(상계동, 한사랑메디컬빌딩)",법인,110111  -  5686120,339  -  87  -  00059,0,0,0,0,0,0,"612,250","245,171","367,079","936,586","121,809","111,657","454,073","198,652","255,421","503,096","-32,507","-29,153",1,0,2014  -  01  -  10,12,0,6,1,22,0,8,2,10,0,8,1,0  개,보험,"11,000",0,0,0,"5,500","5,500",0,"55,000","66,000","2,115 ",43 ,"27,500 ",2,1
명동닭튀김,젠틀닭,김상훈,치킨,..,2016.09.28,055  -  605  -  7755,055  -  605  -  7766,20210430,2021.02.18,2021.02.18,"우 : 51515 경상남도 창원시 성산구 중앙대로 95 704호(중앙동, 기산파라다이스)",개인,  -  ,104  -  27  -  99286,0,0,0,0,0,0,"127,579","116,685","10,894","294,882","11,703","11,463","39,516","40,085",-569,"98,383","1,438","1,438",4,0,예정(가맹계약 체결 사실 없음),0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","56,100","66,900","1,650 ",66 ,"33,000 ",3,3
(주)핫시즈너,불닭발땡초동대문엽기떡볶이,금교일,기타 외식,2009.11.13,2009.11.13,070  -  7710  -  8592,02  -  2231  -  8592,20130100283,2013.04.11,2021.02.18,"우 : 04783 서울특별시 성동구 성수이로18길 7 6~8층(성수동2가, HS빌딩)",법인,110111  -  4219906,201  -  86  -  13311,0,0,0,0,0,0,"48,869,416","23,930,009","24,939,407","61,022,538","5,886,188","3,946,009","35,725,972","14,532,568","21,193,404","61,536,764","7,497,343","5,363,121",1,3,2005  -  10  -  05,0,0,0,0,26,0,0,20,36,0,1,35,0  개,예치제,"14,300",0,0,0,"11,000","3,300",0,"72,147","86,447","1,760 ",50 ,"26,400 ",2,1
(주)오모가리컴퍼니,LA에서 훔친 갈비,김용민,한식,2020.09.10,2020.09.14,02  -  1544  -  4484,02  -  6919  -  2949,20201441,2020.10.29,2021.02.18,우 : 07228 서울특별시 영등포구 영신로 220 14층 1403호,법인,110111  -  7618535,773  -  86  -  01886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020  -  10  -  16,0,0,0,0,0,0,0,0,0,0,0,0,  개,보험,"26,100",0,0,0,"16,500","3,300","3,000","166,320","189,120",0,0 ,0,3,1
(주)장스푸드,60계,장조웅,치킨,2015.04.30,2015.05.01,02  -  6011  -  7042,02  -  6011  -  7055,20151039,2015.10.29,2021.02.18,우 : 06770 서울특별시 서초구 매헌로 40 (양재동),법인,110111  -  5713056,785  -  81  -  00037,0,0,0,0,0,0,"8,029,813","4,126,867","3,902,946","25,780,862","3,071,072","2,512,579","3,716,098","2,325,732","1,390,366","11,622,003","968,830","946,690",1,0,2015  -  11  -  26,0,0,0,0,182,0,2,38,127,0,6,22,0  개,보험,"27,300",0,0,0,"22,000","3,300","2,000","70,400","97,700","1,925 ",66 ,"38,500 ",5,1
다온에프엔비(F&B),짬뽕타임,김성길,중식,2014.10.21,2020.12.01,  -  1599  -  1555,070  -  5228  -  1656,20140067,2014.01.22,2021.02.18,우 : 14348 경기도 광명시 새빛공원로 67 제22층 제비2202호,개인,  -  ,416  -  23  -  12016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2014  -  01  -  24,0,0,0,0,2,0,6,6,6,0,11,7,0  개,예치제,"26,500",0,0,0,"11,000","5,500","10,000","137,779","164,279","1,485 ",198 ,"89,100 ",2,1
다온에프엔비(F&B),사담손만두,김성길,분식,2018.12.03,2020.12.01,  -  1644  -  1706,070  -  5228  -  1656,20190101,2019.02.01,2021.02.18,우 : 14348 경기도 광명시 새빛공원로 67 제22층 제비2202호,개인,  -  ,416  -  23  -  12016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2019  -  01  -  01,0,0,0,0,9,0,1,0,0,0,0,0,0  개,보험,"21,500",0,0,0,"11,000","5,500","5,000","168,721","190,221","1,375 ",231 ,"96,250 ",2,1
(주)이야기,신HOT화로닭발,임경선,한식,2017.06.09,2017.06.16,031  -  356  -  6599,031  -  356  -  4751,20210424,2021.02.18,2021.02.18,우 : 18284 경기도 화성시 비봉면 주석로 409,법인,134811  -  0411322,132  -  87  -  00690,0,0,0,0,0,0,"296,555","222,482","74,073","1,929,364","46,883","49,741","243,712","219,381","24,331","1,276,417",23,"3,902",1,0,2021년 예정(가맹계약체결 사실이 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"8,800",0,0,0,"5,500","3,300",0,"31,680","40,480","1,320 ",33 ,"13,200 ",2,1
(주)커먼파트너스,달라커피,김정은,커피,2018.04.20,2018.05.21,02  -  323  -  0457,070  -  4009  -  3004,20210434,2021.02.18,2021.02.18,"우 : 13646 경기도 성남시 수정구 위례서일로 30 212호(위례헤리움, 창곡동)",법인,110111  -  6728294,593  -  81  -  01062,0,0,0,0,0,0,"123,927","95,439","28,488","1,039,516",-352,"295,477","95,942","67,749","28,193","240,560","9,276","8,192",3,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","45,300","56,100","1,650 ",40 ,"19,800 ",2,1
(주)중안,식빵연구소,김연천,제과제빵,2019.11.22,2019.11.22,18  -  00  -  1824,00  -  0000  -  0000,20210431,2021.02.18,2021.02.18,"우 : 51675 경상남도 창원시 진해구 해원로 3 상가동 101호(이동, 남흥아파트)",법인,194211  -  0308701,180  -  88  -  01429,0,0,0,0,0,0,"5,200","2,000","3,200",0,-800,-800,0,0,0,0,0,0,2,1,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"18,500",0,0,0,"5,500","11,000","2,000","49,720","68,220","1,650 ",50 ,"24,750 ",1,1
(주)아이윈엔터프라이즈,김밥킹,"윤한주, 한범구",분식,2013.12.20,2014.01.15,02  -  1661  -  0054,070  -  8290  -  9595,20150154,2015.02.16,2021.02.18,우 : 05854 서울특별시 송파구 법원로 114 엠스테이트 A동 1405호,법인,110111  -  5297117,215  -  87  -  88104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1976  -  01  -  18,0,0,0,0,0,0,0,0,0,0,0,0,  개,보험,"10,800",0,0,0,"5,500","3,300","3,300","59,400","71,500",0,0 ,0,2,1
(주)얌샘,신신당부,김은광,기타 외식,2006.08.29,2006.09.01,02  -  1644  -  3378,02  -  3667  -  3379,20210437,2021.02.18,2021.02.18,"우 : 07318 서울특별시 영등포구 영등포로 347 9층, 10층",법인,110111  -  3517749,107  -  86  -  81841,0,0,0,0,0,0,"10,144,758","6,525,360","3,619,398","18,198,126","420,431","300,520","8,697,323","5,352,445","3,344,878","20,331,572","192,049","68,503",3,0,가맹사업 미개시,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"9,700",0,0,0,"5,500","2,200","2,200","41,731","51,631","1,997 ",33 ,"19,965 ",2,1
