업종,브랜드,가맹사업 년수,가맹점수,"가맹점
평균매출액","합계
(창업비용
지수)",개점률,폐점률
기타 외식,불타는 랍스터,0년 0개월,0,0,"20,050
(.00)",0,0
기타 외식,백오도찹쌀누룽지탕,3년 6개월,1,0,"131,000
(1.00)",0.0,0.0
기타 외식,마루샤브,9년 7개월,27,"1,235,960","415,200
(4.00)",3.7,7.41
기타 외식,인사동고깃집,4년 3개월,4,0,"67,900
(1.00)",25.0,0.0
기타 외식,진갈매기,0년 0개월,0,0,"92,100
(1.00)",0,0
기타 외식,하남핫쭈꾸미,3년 3개월,0,0,"97,700
(1.00)",0,0
기타 외식,정가네화덕구이족발,0년 0개월,0,0,"71,300
(1.00)",0,0
기타 외식,오늘김해생뒷고기,7년 0개월,24,"366,577","49,900
(1.00)",8.33,12.5
기타 외식,제주은희네해장국,4년 4개월,20,"462,179","150,850
(2.00)",50.0,0.0
기타 외식,토스트굽는사람들,17년 0개월,75,0,"50,395
(1.00)",1.33,500.0
기타 외식,원조강영숙봉평메밀촌,10년 9개월,35,0,"37,300
(.00)",20.0,0.0
기타 외식,김태진 PorkFork(포크포크),8년 0개월,29,0,"49,830
(1.00)",10.34,3.45
기타 외식,태성추어탕,16년 4개월,19,0,"92,950
(1.00)",15.79,5.26
기타 외식,인생보조개,0년 0개월,0,0,"106,200
(1.00)",0,0
기타 외식,더족발,8년 0개월,17,"271,358","71,144
(1.00)",5.88,300.0
기타 외식,전원숯불,10년 9개월,20,"1,403,576","372,000
(4.00)",5.0,0.0
기타 외식,최동민양푼갈비,4년 11개월,10,"272,604","107,050
(1.00)",10.0,500.0
기타 외식,배가네동태탕찜전문점,4년 6개월,11,"256,538","67,200
(1.00)",18.18,100.0
기타 외식,아낙촌,10년 9개월,4,"326,752","115,500
(1.00)",0.0,25.0
기타 외식,툴스돈카츠,3년 9개월,10,"178,952","65,620
(1.00)",100.0,220.0
기타 외식,장혁민의 부대찌개,5년 0개월,35,"316,816","96,600
(1.00)",8.57,8.57
기타 외식,조대포,9년 10개월,11,"260,828","71,590
(1.00)",36.36,9.09
기타 외식,종로맥가,5년 7개월,73,"192,167","48,090
(.00)",15.07,12.33
기타 외식,55온족발,8년 2개월,18,"143,296","78,750
(1.00)",11.11,16.67
기타 외식,트리2790(TREE2790),0년 0개월,0,0,"43,900
(.00)",0,0
기타 외식,대패가1900,3년 3개월,48,"147,715","29,500
(.00)",60.42,0.0
기타 외식,부드럽소,0년 0개월,0,0,"157,460
(2.00)",0,0
기타 외식,장미막창,3년 1개월,8,"275,085","91,650
(1.00)",50.0,0.0
기타 외식,일층집 의정부 부대찌개,0년 11개월,0,0,"65,500
(1.00)",0,0
기타 외식,상돈이 비빔돼지,7년 2개월,0,0,"84,500
(1.00)",0,0
기타 외식,황홀한막창,7년 0개월,7,"114,054","37,650
(.00)",42.86,85.71
기타 외식,남도술상,4년 0개월,22,"346,728","50,600
(1.00)",13.64,9.09
기타 외식,신복관,5년 7개월,18,"585,522","91,000
(1.00)",16.67,0.0
기타 외식,리얼디(Real D),0년 0개월,0,0,"62,150
(1.00)",0,0
기타 외식,백남옥달인손만두,4년 0개월,14,"268,469","67,900
(1.00)",50.0,35.71
기타 외식,곱스떡스,0년 0개월,0,0,"83,190
(1.00)",0,0
기타 외식,홍중라좡훠궈,0년 0개월,0,0,"105,700
(1.00)",0,0
기타 외식,왓삼,5년 4개월,9,"260,946","89,700
(1.00)",55.56,200.0
기타 외식,장원표 밀면국밥,0년 0개월,0,0,"97,050
(1.00)",0,0
기타 외식,본구이,3년 6개월,5,0,"285,800
(3.00)",20.0,0.0
기타 외식,도래홍창도래홍창,0년 0개월,0,0,"75,150
(1.00)",0,0
기타 외식,호천당,3년 1개월,24,"381,813","95,920
(1.00)",54.17,4.17
기타 외식,돈카냉면&파스타,2년 10개월,7,"360,409","79,880
(1.00)",57.14,0.0
기타 외식,성식이네 매운닭발,5년 8개월,2,0,"64,700
(1.00)",0.0,0.0
기타 외식,고베규카츠,5년 4개월,14,"391,119","195,460
(2.00)",14.29,42.86
기타 외식,79네수육국밥,6년 4개월,29,"555,825","110,600
(1.00)",34.48,3.45
기타 외식,남가네설악추어탕,19년 11개월,71,"320,761","122,393
(1.00)",15.49,16.9
기타 외식,끄티집,0년 0개월,0,0,"80,100
(1.00)",0,0
기타 외식,로드락 후라이드,0년 0개월,0,0,"53,089
(1.00)",0,0
기타 외식,월천삼계탕,2년 4개월,3,0,"98,500
(1.00)",33.33,0.0
기타 외식,니뽕내뽕,8년 7개월,67,"428,374","90,580
(1.00)",7.46,11.94
기타 외식,씨플랫(C.Flat),0년 0개월,0,0,"149,100
(2.00)",0,0
기타 외식,김영희강남동태찜,16년 3개월,71,"308,855","104,000
(1.00)",0.0,1302.82
기타 외식,김민성I'm넙띠기돈까스,4년 2개월,7,"203,419","64,700
(1.00)",28.57,0.0
기타 외식,오쭈,6년 8개월,9,"391,107","96,250
(1.00)",0.0,200.0
기타 외식,내가찜한코다리찜,4년 3개월,7,"62,442","82,500
(1.00)",14.29,14.29
기타 외식,최숙이네,8년 1개월,11,"208,505","91,900
(1.00)",0.0,18.18
기타 외식,최고갈비,0년 9개월,0,0,"74,030
(1.00)",0,0
기타 외식,인사동 차돌방앗간,0년 0개월,0,0,"41,690
(.00)",0,0
기타 외식,범표어묵,2년 5개월,0,0,"60,800
(1.00)",0,0
기타 외식,어다한,2년 10개월,0,0,"77,300
(1.00)",0,0
기타 외식,윤가네오리구이전문점,11년 6개월,2,0,"61,500
(1.00)",0.0,0.0
기타 외식,미친고기,4년 9개월,16,"436,824","107,530
(1.00)",12.5,0.0
기타 외식,산청자매훠궈,2년 8개월,10,"276,939","9,700
(.00)",80.0,0.0
기타 외식,바로온쉐프,1년 4개월,1,0,"70,200
(1.00)",100.0,0.0
기타 외식,설화참숯닭갈비,4년 11개월,7,"128,609","89,150
(1.00)",14.29,0.0
기타 외식,산쪼메,14년 10개월,49,"207,647","104,050
(1.00)",2.04,30.61
기타 외식,진배족발,4년 3개월,2,0,"38,500
(.00)",0.0,0.0
기타 외식,돼갈박,0년 0개월,0,0,"65,450
(1.00)",0,0
기타 외식,닭이봉춘천닭갈비,11년 2개월,37,"215,533","98,870
(1.00)",2.7,500.0
기타 외식,봉구스밥버거,9년 5개월,580,"108,546","40,000
(.00)",11.21,4015.0
기타 외식,순정푸드,0년 0개월,0,0,"21,030
(.00)",0,0
기타 외식,빅쭌부대찌개,3년 0개월,20,"303,555","92,950
(1.00)",50.0,5.0
기타 외식,샌드위코,0년 0개월,0,0,"64,600
(1.00)",0,0
기타 외식,앗싸곱창,16년 2개월,30,"229,508","37,750
(.00)",13.33,103.33
기타 외식,치킨먹고 팔자피자,0년 0개월,0,0,"38,000
(.00)",0,0
기타 외식,활짝핀메밀,0년 9개월,0,0,"85,030
(1.00)",0,0
기타 외식,노랑강정,9년 1개월,4,"235,260","59,950
(1.00)",25.0,25.0
기타 외식,동오부대찌개,0년 0개월,0,0,"64,020
(1.00)",0,0
기타 외식,모두의곱창,1년 8개월,1,0,"7,040
(.00)",100.0,0.0
기타 외식,튀지1985,1년 7개월,6,0,"76,200
(1.00)",100.0,0.0
기타 외식,브라더탕수,3년 4개월,39,"74,676","4,210
(.00)",79.49,12.82
기타 외식,굴천지&초계국수,6년 4개월,12,"178,664","23,250
(.00)",33.33,16.67
기타 외식,깡우동,1년 8개월,6,0,"68,717
(1.00)",100.0,0.0
기타 외식,돼지의손맛,0년 9개월,0,0,"83,300
(1.00)",0,0
기타 외식,신(辛)비전닭발,0년 0개월,0,0,"80,650
(1.00)",0,0
기타 외식,마약먹태,4년 8개월,12,"155,059","44,800
(.00)",33.33,0.0
기타 외식,강창구찹쌀진순대,11년 9개월,26,"502,465","99,400
(1.00)",15.38,19.23
기타 외식,메고지고,4년 8개월,16,"72,685","100,886
(1.00)",25.0,356.25
기타 외식,압구정곱떡,0년 0개월,0,0,"126,310
(1.00)",0,0
기타 외식,이름없는 파스타,2년 11개월,8,"363,638","73,380
(1.00)",62.5,12.5
기타 외식,이태리곱창,0년 9개월,0,0,"49,520
(1.00)",0,0
기타 외식,와플칸,0년 0개월,0,0,"42,050
(.00)",0,0
기타 외식,우와,3년 0개월,1,0,"143,600
(1.00)",100.0,0.0
기타 외식,철판떼기,2년 11개월,10,"81,956","72,300
(1.00)",80.0,70.0
기타 외식,등갈비애꼬치다,3년 5개월,7,"178,449","56,750
(1.00)",28.57,14.29
기타 외식,도리토리,2년 7개월,1,0,"84,270
(1.00)",0.0,0.0
기타 외식,꼬꼬방집으로삼겹,4년 0개월,16,0,"48,950
(.00)",18.75,100.0
기타 외식,왕돈까스&왕냉면,4년 0개월,23,0,"12,350
(.00)",4.35,0.0
기타 외식,BnB치킨&떡볶이,0년 0개월,0,0,"54,409
(1.00)",0,0
기타 외식,샐러드박스(SaladBox),2년 6개월,3,0,"55,450
(1.00)",33.33,0.0
기타 외식,통불,6년 4개월,9,"303,709","46,800
(.00)",66.67,11.11
기타 외식,돼지냉면,0년 0개월,0,0,"42,950
(.00)",0,0
기타 외식,닭코치 비어선수,2년 9개월,26,"119,916","93,300
(1.00)",69.23,34.62
기타 외식,싱싱난리부르스,5년 7개월,10,"171,649","72,400
(1.00)",10.0,700.0
기타 외식,유온달포장,1년 7개월,1,0,"103,950
(1.00)",100.0,0.0
기타 외식,정담은보쌈,5년 1개월,1,0,"137,110
(1.00)",0.0,0.0
기타 외식,방스만두,6년 9개월,0,0,"66,350
(1.00)",0,0
기타 외식,누룩꽃 피는날,9년 2개월,19,"297,000","135,200
(1.00)",0.0,5.26
기타 외식,갓튀김닭,1년 3개월,1,0,"75,050
(1.00)",100.0,0.0
기타 외식,번지는식당,3년 11개월,0,0,"92,100
(1.00)",0,0
기타 외식,101번지 남산돈까스,5년 1개월,14,"310,957","122,780
(1.00)",85.71,0.0
기타 외식,라무진,6년 5개월,100,"338,286","83,700
(1.00)",12.0,401.0
기타 외식,델리커리(DELHICURRY),11년 0개월,18,"432,751","131,450
(1.00)",55.56,22.22
기타 외식,남천할매떡볶이,10년 4개월,13,"198,114","66,575
(1.00)",38.46,23.08
기타 외식,한잔차차,5년 1개월,1,0,"171,100
(2.00)",0.0,200.0
기타 외식,연희옥,2년 10개월,8,0,"72,600
(1.00)",25.0,50.0
기타 외식,카페마이뮤지엄,1년 11개월,1,0,"105,620
(1.00)",100.0,0.0
기타 외식,리얼하노이,2년 2개월,19,"64,573","31,550
(.00)",100.0,0.0
기타 외식,록원부엌,0년 0개월,0,0,"35,950
(.00)",0,0
기타 외식,문토스트,2년 11개월,13,"355,698","65,700
(1.00)",61.54,7.69
기타 외식,가마솥김치찜,2년 7개월,2,"44,250","24,550
(.00)",100.0,50.0
기타 외식,영동족발,7년 3개월,4,0,"104,541
(1.00)",0.0,0.0
기타 외식,마키아티,3년 2개월,3,0,"103,000
(1.00)",33.33,0.0
기타 외식,태양부양꼬치,4년 9개월,22,0,"133,150
(1.00)",31.82,722.73
기타 외식,88옛날통닭,0년 0개월,0,0,"58,000
(1.00)",0,0
기타 외식,밀겨울,4년 2개월,23,"139,852","61,400
(1.00)",26.09,104.35
기타 외식,오니기리와이규동,11년 11개월,58,"176,132","61,730
(1.00)",3.45,500.0
기타 외식,미스터빠삭,2년 6개월,39,"127,610","70,200
(1.00)",71.79,200.0
기타 외식,오리도니,4년 2개월,66,"93,073","36,440
(.00)",37.88,27.27
기타 외식,포아이니(PHOINI),3년 11개월,26,"174,639","75,700
(1.00)",23.08,11.54
기타 외식,김가네김밥,24년 11개월,427,"350,058","74,100
(1.00)",7.96,307.96
기타 외식,맛쭈서해쭈꾸미,14년 2개월,8,"441,455","89,800
(1.00)",0.0,37.5
기타 외식,카페츄로빅,9년 3개월,2,0,"109,110
(1.00)",0.0,0.0
기타 외식,귀한족발,1년 7개월,6,"505,411","91,110
(1.00)",100.0,0.0
기타 외식,팔각도,1년 4개월,0,0,"16,300
(.00)",0,0
기타 외식,우쿠야,17년 6개월,60,"215,673","95,279
(1.00)",23.33,1506.67
기타 외식,BBQ 올리브돈까스,13년 4개월,2,0,"95,279
(1.00)",0.0,0.0
기타 외식,육전면사무소,10년 11개월,13,"260,355","56,282
(1.00)",15.38,23.08
기타 외식,담장옆에국화꽃,7년 1개월,0,0,"152,800
(2.00)",0,0
기타 외식,동네창고,0년 0개월,0,0,"74,911
(1.00)",0,0
기타 외식,치교치밥,0년 0개월,0,0,"35,633
(.00)",0,0
기타 외식,토마토도시락,12년 6개월,99,"224,374","62,300
(1.00)",10.1,708.08
기타 외식,브런치앤다이닝37.5(Brunch&Dining37.5),3년 11개월,18,"377,585","115,580
(1.00)",50.0,0.0
기타 외식,코코이찌방야,10년 3개월,16,0,"81,950
(1.00)",50.0,218.75
기타 외식,숙달돼지,0년 10개월,34,"662,090","130,100
(1.00)",41.18,108.82
기타 외식,최대패,0년 0개월,0,0,"76,150
(1.00)",0,0
기타 외식,와타미,2년 4개월,0,0,"86,680
(1.00)",0,0
기타 외식,화통집,8년 3개월,11,"210,630","105,100
(1.00)",0.0,18.18
기타 외식,옳은식당,0년 0개월,0,0,"49,870
(1.00)",0,0
기타 외식,원조 김할머니 의령소바,8년 9개월,17,"241,500","105,600
(1.00)",41.18,11.76
기타 외식,마담순살떡볶이,1년 1개월,0,0,"37,700
(.00)",0,0
기타 외식,OK무진푸드,0년 0개월,0,0,"47,900
(.00)",0,0
기타 외식,지짐이,16년 4개월,22,"161,146","70,785
(1.00)",0.0,18.18
기타 외식,홍대개미,5년 0개월,38,"652,779","153,360
(2.00)",15.79,0.0
기타 외식,원키친,3년 11개월,1,0,"119,295
(1.00)",0.0,0.0
기타 외식,츄카롱,2년 6개월,3,3,"68,000
(1.00)",66.67,0.0
기타 외식,쇼부,3년 6개월,20,"77,495","90,250
(1.00)",50.0,70.0
기타 외식,논노스(NONNOS),0년 0개월,0,0,"26,890
(.00)",0,0
기타 외식,달인의찜닭,10년 2개월,31,0,"94,700
(1.00)",29.03,3.23
기타 외식,현가네33족발,18년 9개월,9,0,"24,650
(.00)",0.0,0.0
기타 외식,주복신화 불타는막창곰장어,11년 2개월,7,0,"47,750
(.00)",0.0,0.0
기타 외식,이태리함박육쌀국수,0년 11개월,1,0,"93,000
(1.00)",100.0,0.0
기타 외식,오스푼,3년 2개월,1,0,"296,470
(3.00)",0.0,0.0
기타 외식,썬더치킨,15년 3개월,344,"100,169","46,200
(.00)",7.85,1011.34
기타 외식,에그박스,1년 3개월,1,0,"55,500
(1.00)",100.0,0.0
기타 외식,상 동양수산,3년 7개월,6,"351,803","60,400
(1.00)",0.0,1800.0
기타 외식,혜화동돈까스극장,4년 5개월,98,"60,049","41,690
(.00)",21.43,14.29
기타 외식,스푼더스트릿,2년 5개월,1,0,"363,100
(4.00)",0.0,0.0
기타 외식,스푼더마켓,8년 1개월,15,"776,425","327,600
(3.00)",0.0,53.33
기타 외식,포차끝판왕,3년 11개월,27,"1,019,333","165,250
(2.00)",0.0,800.0
기타 외식,고니지니,1년 7개월,2,0,"113,761
(1.00)",100.0,0.0
기타 외식,가츠린,4년 10개월,11,"304,252","156,300
(2.00)",54.55,0.0
기타 외식,돈까스상회,2년 8개월,4,0,"58,000
(1.00)",100.0,0.0
기타 외식,풀잎채,6년 10개월,6,"1,797,739","588,689
(6.00)",0.0,16.67
기타 외식,소메랑,5년 10개월,8,"386,392","54,700
(1.00)",0.0,37.5
기타 외식,그라찌에,16년 10개월,66,"115,642","67,700
(1.00)",4.55,900.0
기타 외식,펍피맥,3년 3개월,9,"258,382","90,880
(1.00)",11.11,22.22
기타 외식,뚱보집,2년 5개월,160,"386,689","72,520
(1.00)",105.62,1200.0
기타 외식,카라돈,0년 0개월,0,0,"15,706
(.00)",0,0
기타 외식,고봉밥짜글이,5년 4개월,3,0,"70,200
(1.00)",100.0,0.0
기타 외식,닭대장,2년 2개월,2,0,"109,700
(1.00)",100.0,0.0
기타 외식,와이주스,2년 5개월,3,0,"72,100
(1.00)",33.33,0.0
기타 외식,피맥컴퍼니,2년 4개월,4,0,"123,550
(1.00)",25.0,25.0
기타 외식,헬로팬,2년 2개월,4,"329,211","109,700
(1.00)",100.0,0.0
기타 외식,948키친(948Kitchen),6년 10개월,0,0,"400,600
(4.00)",0,0
기타 외식,오야스미,2년 7개월,1,0,"108,400
(1.00)",0.0,0.0
기타 외식,한스델리쿡,3년 2개월,4,0,"93,000
(1.00)",75.0,25.0
기타 외식,선굼터,7년 3개월,39,0,"75,350
(1.00)",17.95,33.33
기타 외식,당산오돌,2년 8개월,18,"479,415","93,000
(1.00)",83.33,33.33
기타 외식,어게인리프레쉬,4년 5개월,6,0,"18,500
(.00)",83.33,200.0
기타 외식,즐거운심야식당,3년 7개월,2,0,"116,600
(1.00)",0.0,0.0
기타 외식,진1926,3년 11개월,18,"287,170","81,801
(1.00)",38.89,300.0
기타 외식,배달5삼겹,3년 6개월,10,"314,263","16,170
(.00)",0.0,0.0
기타 외식,삼돈이,4년 1개월,14,"324,560","103,250
(1.00)",42.86,50.0
기타 외식,코바코,21년 9개월,179,"189,574","169,801
(2.00)",7.26,2100.0
기타 외식,한스델리,16년 11개월,84,"252,813","93,000
(1.00)",1.19,317.86
기타 외식,더블핸드스테이크,4년 8개월,8,0,"61,500
(1.00)",0.0,0.0
기타 외식,육회공작소,5년 8개월,22,"472,109","67,650
(1.00)",0.0,500.0
기타 외식,무보까국밥,6년 9개월,29,"395,112","71,460
(1.00)",13.79,6.9
기타 외식,화적단,0년 0개월,0,0,"77,550
(1.00)",0,0
기타 외식,복덮방,1년 2개월,0,0,"70,143
(1.00)",0,0
기타 외식,새우꺾기,7년 3개월,8,"118,701","51,500
(1.00)",12.5,50.0
기타 외식,수내닭꼬치,4년 9개월,158,"111,940","42,140
(.00)",40.51,811.39
기타 외식,안동인안동찜닭,5년 5개월,0,0,"92,485
(1.00)",0,0
기타 외식,아이엠쿡,7년 8개월,1,0,"155,700
(2.00)",0.0,0.0
기타 외식,강남교자,8년 11개월,27,"383,851","144,700
(1.00)",14.81,7.41
기타 외식,달테이블,6년 10개월,10,"414,615","195,740
(2.00)",0.0,120.0
기타 외식,더꼬치다,2년 3개월,67,"122,096","38,300
(.00)",98.51,0.0
기타 외식,기왓골,5년 0개월,0,0,"49,800
(1.00)",0,0
기타 외식,나드리김밥,7년 5개월,64,"150,799","68,450
(1.00)",12.5,100.0
기타 외식,치폴레옹,3년 4개월,8,"174,248","53,500
(1.00)",0.0,25.0
기타 외식,키친콜라보,0년 0개월,0,0,"27,850
(.00)",0,0
기타 외식,빛가람국밥,7년 1개월,3,0,"105,463
(1.00)",0.0,100.0
기타 외식,샤브향,12년 11개월,163,"602,644","253,600
(3.00)",7.98,5.52
기타 외식,정든낙지,6년 10개월,6,"547,828","270,300
(3.00)",0.0,0.0
기타 외식,미소공장,8년 6개월,3,0,"105,000
(1.00)",0.0,0.0
기타 외식,돈까스고집,1년 3개월,1,0,"181,000
(2.00)",100.0,0.0
기타 외식,샌드프레소,17년 2개월,3,"71,896","158,500
(2.00)",0.0,0.0
기타 외식,엉클부대찌개,3년 10개월,19,"271,002","73,050
(1.00)",47.37,0.0
기타 외식,공룡고기,11년 4개월,12,"566,034","297,450
(3.00)",16.67,16.67
기타 외식,백년회관서서갈비,2년 11개월,23,"715,537","218,550
(2.00)",30.43,56.52
기타 외식,곱창가,5년 7개월,35,"487,903","74,170
(1.00)",14.29,500.0
기타 외식,농부애갈비,6년 2개월,7,"948,215","184,300
(2.00)",14.29,100.0
기타 외식,짬뽕상회,7년 8개월,31,"265,782","60,975
(1.00)",22.58,600.0
기타 외식,등갈비달인,5년 7개월,3,"796,331","68,100
(1.00)",0.0,33.33
기타 외식,봉대박파스타&찜닭,1년 3개월,1,0,"141,600
(1.00)",100.0,0.0
기타 외식,코이라멘,2년 6개월,22,"292,606","87,100
(1.00)",50.0,0.0
기타 외식,바른곱창,1년 10개월,7,"141,635","39,182
(.00)",100.0,0.0
기타 외식,바다양푼이 동태탕 찜,11년 2개월,327,"20,826","3,800
(.00)",22.63,31.19
기타 외식,비와별 닭갈비,5년 2개월,18,"528,482","197,500
(2.00)",27.78,300.0
기타 외식,에그드랍(EGG DROP),3년 4개월,143,"379,545","97,450
(1.00)",74.13,0.7
기타 외식,일이육삼,0년 0개월,0,0,"156,800
(2.00)",0,0
기타 외식,정든닭발,12년 10개월,28,"323,451","91,300
(1.00)",28.57,10.71
기타 외식,삼화정삼계탕,3년 4개월,1,0,"99,900
(1.00)",0.0,0.0
기타 외식,바스버거(BAS BURGER),2년 9개월,1,0,"218,400
(2.00)",100.0,0.0
기타 외식,숨비소리,4년 1개월,7,"583,380","241,340
(2.00)",28.57,300.0
기타 외식,테이트모던,1년 10개월,0,0,"370,750
(4.00)",0,0
기타 외식,육회지존,5년 3개월,53,"295,198","55,050
(1.00)",11.32,32.08
기타 외식,현죽,10년 10개월,21,"97,214","55,680
(1.00)",4.76,14.29
기타 외식,만이갈비,2년 4개월,16,"688,982","137,500
(1.00)",87.5,12.5
기타 외식,소담비빔국수,11년 4개월,11,"200,886","56,100
(1.00)",0.0,200.0
기타 외식,정직한푸줏간육화몽,4년 5개월,8,"636,888","110,600
(1.00)",12.5,0.0
기타 외식,꼬챙이,15년 4개월,7,"117,733","10,800
(.00)",0.0,0.0
기타 외식,전설의켄터키,2년 9개월,0,0,"84,400
(1.00)",0,0
기타 외식,우리동네맛집 청해코다리,3년 1개월,3,"27,275","108,700
(1.00)",0.0,100.0
기타 외식,장인닭갈비,5년 5개월,15,"762,979","99,920
(1.00)",46.67,46.67
기타 외식,통큰무한삼겹,4년 8개월,15,"397,947","91,828
(1.00)",66.67,40.0
기타 외식,모미락,6년 2개월,8,"293,197","49,720
(1.00)",62.5,25.0
기타 외식,더포(THE PHO),3년 5개월,18,"483,618","170,000
(2.00)",22.22,0.0
기타 외식,존슨식당,4년 9개월,0,0,"170,180
(2.00)",0,0
기타 외식,아메리칸존슨,3년 9개월,0,0,"177,000
(2.00)",0,0
기타 외식,더코드,4년 9개월,11,"101,188","95,500
(1.00)",9.09,0.0
기타 외식,완백부대찌개,4년 11개월,7,"560,927","118,775
(1.00)",14.29,28.57
기타 외식,몰틀리,3년 4개월,12,0,"183,668
(2.00)",75.0,0.0
기타 외식,리원,7년 1개월,13,"201,764","185,668
(2.00)",0.0,7.69
기타 외식,착한전수 동네맛집족발,1년 7개월,2,0,"94,860
(1.00)",100.0,0.0
기타 외식,누베스커피,6년 10개월,0,0,"65,000
(1.00)",0,0
기타 외식,밥스테이크,3년 9개월,10,"188,979","76,060
(1.00)",0.0,240.0
기타 외식,우리집다음에맛있는집양평해장국,18년 5개월,93,"277,281","9,427
(.00)",16.13,112.9
기타 외식,북촌손만두,9년 11개월,174,"313,215","85,410
(1.00)",19.54,418.39
기타 외식,홍담동 홍게우동집,2년 0개월,6,0,"105,980
(1.00)",100.0,0.0
기타 외식,육감만족,5년 7개월,83,"413,777","136,000
(1.00)",25.3,10.84
기타 외식,동경푸줏간,4년 5개월,0,0,"92,100
(1.00)",0,0
기타 외식,에쎄레젤라또,6년 2개월,2,"185,209","266,830
(3.00)",0.0,200.0
기타 외식,커피스미스,9년 9개월,45,"404,243","252,215
(3.00)",15.56,113.33
기타 외식,커피스미스드래프트,3년 4개월,3,0,"162,500
(2.00)",33.33,0.0
기타 외식,연막술,7년 10개월,8,"476,109","94,050
(1.00)",12.5,50.0
기타 외식,고래고래회&해산물포차,5년 8개월,2,"515,793","98,800
(1.00)",0.0,100.0
기타 외식,테이스트오브비엣,0년 11개월,2,0,"64,000
(1.00)",100.0,0.0
기타 외식,사계절카레,3년 2개월,8,"228,924","64,000
(1.00)",25.0,50.0
기타 외식,족발야시장,4년 7개월,142,"636,126","89,800
(1.00)",38.03,2.11
기타 외식,육회한연어,5년 5개월,10,"573,969","67,650
(1.00)",30.0,820.0
기타 외식,참치라이더,2년 8개월,18,"146,373","56,890
(1.00)",94.44,111.11
기타 외식,마이카츠,4년 1개월,13,"312,481","76,650
(1.00)",69.23,0.0
기타 외식,더오니기리플러스,4년 7개월,6,"170,457","51,400
(1.00)",0.0,16.67
기타 외식,크레이지후라이,4년 0개월,11,0,"99,600
(1.00)",63.64,9.09
기타 외식,곱창고,7년 9개월,148,"367,276","51,758
(1.00)",6.76,36.49
기타 외식,양대포,0년 11개월,0,0,"102,000
(1.00)",0,0
기타 외식,밀포유,1년 5개월,4,0,"16,530
(.00)",100.0,0.0
기타 외식,오징어청춘,10년 11개월,25,"780,059","107,800
(1.00)",4.0,116.0
기타 외식,포메인RED,1년 6개월,1,0,"113,790
(1.00)",100.0,0.0
기타 외식,룸서비스 파이브스타,1년 5개월,1,0,"59,980
(1.00)",100.0,0.0
기타 외식,포메인,14년 4개월,127,"422,601","185,950
(2.00)",4.72,1203.94
기타 외식,버거앤프라이즈(Burger&Friez),4년 5개월,27,"181,802","83,300
(1.00)",48.15,411.11
기타 외식,박은자맛사랑,3년 7개월,11,"456,431","109,500
(1.00)",0.0,400.0
기타 외식,완벽한 인생,1년 6개월,2,0,"154,800
(2.00)",150.0,50.0
기타 외식,청년고깃집담,0년 0개월,0,0,"154,206
(2.00)",0,0
기타 외식,종로상회,11년 0개월,4,0,"523,500
(5.00)",0.0,350.0
기타 외식,미사리스테이크,3년 0개월,2,"459,191","169,415
(2.00)",50.0,0.0
기타 외식,고기고샵,5년 10개월,2,"721,602","212,780
(2.00)",0.0,100.0
기타 외식,불난술집,5년 5개월,65,"283,004","59,150
(1.00)",35.38,23.08
기타 외식,연타발,9년 11개월,6,"3,616,977","254,125
(3.00)",0.0,0.0
기타 외식,뚜띠쿠치나,13년 9개월,11,"535,566","165,930
(2.00)",9.09,9.09
기타 외식,강정이기가막혀,13년 0개월,5,"197,102","30,260
(.00)",0.0,100.0
기타 외식,몽슈슈,2년 2개월,5,"140,602","99,669
(1.00)",100.0,0.0
기타 외식,떼루와,7년 0개월,58,"121,914","59,100
(1.00)",5.17,41.38
기타 외식,앤하우스,10년 3개월,0,0,"161,390
(2.00)",0,0
기타 외식,장발장,3년 0개월,2,0,"50,400
(1.00)",0.0,100.0
기타 외식,콩심,5년 10개월,91,"506,351","91,550
(1.00)",26.37,502.2
기타 외식,칼리가리 박사의 밀실,4년 0개월,13,"364,247","84,500
(1.00)",15.38,15.38
기타 외식,맘스민,0년 0개월,0,0,"141,400
(1.00)",0,0
기타 외식,맛나슈퍼,5년 0개월,37,"209,232","40,700
(.00)",13.51,21.62
기타 외식,구슬함박,6년 5개월,5,"612,632","233,300
(2.00)",20.0,40.0
기타 외식,이동근선산곱창.막창,13년 2개월,4,0,"103,200
(1.00)",25.0,550.0
기타 외식,쿡1015,9년 0개월,124,"228,565","61,180
(1.00)",27.42,600.0
기타 외식,후라토식당,4년 1개월,4,0,"93,450
(1.00)",100.0,0.0
기타 외식,돈수백,12년 7개월,19,"487,792","107,000
(1.00)",0.0,15.79
기타 외식,꽃담은소,6년 6개월,16,"408,268","185,854
(2.00)",31.25,0.0
기타 외식,원조제주껍데기,1년 8개월,0,0,"72,500
(1.00)",0,0
기타 외식,노포식당,0년 0개월,0,0,"115,050
(1.00)",0,0
기타 외식,미방,4년 4개월,11,"264,002","92,840
(1.00)",54.55,0.0
기타 외식,아지양,3년 7개월,3,0,"101,500
(1.00)",0.0,0.0
기타 외식,서래통,5년 6개월,4,0,"107,900
(1.00)",0.0,0.0
기타 외식,지구대표족발,0년 0개월,0,0,"80,100
(1.00)",0,0
기타 외식,가로수맥주,0년 0개월,0,0,"130,300
(1.00)",0,0
기타 외식,홍수계찜닭,5년 9개월,19,"499,086","118,100
(1.00)",31.58,300.0
